ensembl_gene_id	hgnc_symbol	logFC_BC	PValue_BC	entrezgene
ENSG00000003249	DBNDD1	1.82822742333989	1.94586704295791e-24	79007
ENSG00000003393	ALS2	-0.0932189561401883	0.147852705545785	57679
ENSG00000003400	CASP10	-0.720833235626248	6.85606751421405e-06	843
ENSG00000003402	CFLAR	-1.04424499105827	5.9532296223346e-28	8837
ENSG00000003436	TFPI	-1.8493281174083	5.90337918494953e-36	7035
ENSG00000003509	NDUFAF7	-0.0306420768921346	0.63934237452812	55471
ENSG00000003756	RBM5	-0.354220247989275	3.30866614064455e-06	10181
ENSG00000003987	MTMR7	0.757395749089334	0.000164719335785984	9108
ENSG00000003989	SLC7A2	1.55813396691945	4.21008890928163e-08	6542
ENSG00000004059	ARF5	0.663329376230804	1.80870574812349e-16	381
ENSG00000004139	SARM1	-0.142461390271187	0.337243792399179	23098
ENSG00000004142	POLDIP2	0.336537934050981	0.000674885611309355	26073
ENSG00000004399	PLXND1	-0.179292972231725	0.13537988827057	23129
ENSG00000004455	AK2	0.145274629276621	0.00463613644360564	204
ENSG00000004468	CD38	0.183878935047192	0.467121006051458	952
ENSG00000004478	FKBP4	1.56796524043563	3.72096586988577e-33	2288
ENSG00000004487	KDM1A	0.442381495036234	1.50170841346255e-13	23028
ENSG00000004534	RBM6	-0.332340697608085	6.11024368315368e-06	10180
ENSG00000004660	CAMKK1	0.0754649256368058	0.530301886639592	84254
ENSG00000004700	RECQL	0.130605100428692	0.294327874104195	5965
ENSG00000004766	VPS50	0.0871471997172153	0.345691629755106	55610
ENSG00000004776	HSPB6	-4.26334113155927	5.14119657695534e-43	126393
ENSG00000004777	ARHGAP33	0.682859869811168	9.26786186964548e-06	115703
ENSG00000004779	NDUFAB1	0.545715405037289	1.83932346026832e-07	4706
ENSG00000004799	PDK4	-2.93930484702615	1.39722854965461e-28	5166
ENSG00000004809	SLC22A16	-0.388319495011243	0.184237860102099	85413
ENSG00000004838	ZMYND10	2.60560171284943	3.61276944132424e-33	51364
ENSG00000004846	ABCB5	-3.10444110837711	2.32231574374444e-26	340273
ENSG00000004848	ARX	1.986196264969	9.35980353185485e-07	170302
ENSG00000004864	SLC25A13	0.322128972009196	0.000115587954915369	10165
ENSG00000004866	ST7	0.0222470346398725	0.781772312940376	7982
ENSG00000004897	CDC27	0.0216094294236303	0.816945794377619	996
ENSG00000004939	SLC4A1	-3.00028814389014	4.95228589311035e-15	6521
ENSG00000004948	CALCR	-1.24810493930826	1.51050555768845e-06	799
ENSG00000004961	HCCS	0.144020726504348	0.0807933313962181	3052
ENSG00000004975	DVL2	-0.11348582587809	0.101981445434074	1856
ENSG00000005001	PRSS22	1.3035236046816	3.85075988732205e-09	64063
ENSG00000005007	UPF1	0.243472317821452	7.27431992732556e-05	5976
ENSG00000005020	SKAP2	-0.957110361021163	2.10522529816452e-19	8935
ENSG00000005022	SLC25A5	0.558811057762523	2.3021298508423e-12	292
ENSG00000005059	MCUB	0.618535189519631	4.76009600604443e-08	55013
ENSG00000005073	HOXA11	1.10462336862402	0.000205758189224172	3207
ENSG00000005075	POLR2J	0.552080860169331	1.11813557033336e-07	5439
ENSG00000005100	DHX33	0.0714804184319432	0.475084075199096	56919
ENSG00000005102	MEOX1	-2.19226413514332	3.00721541178134e-17	4222
ENSG00000005108	THSD7A	-1.1433265614743	3.10262870159807e-13	221981
ENSG00000005156	LIG3	0.916918740852195	1.3355688673297e-16	3980
ENSG00000005175	RPAP3	0.273534074058519	3.68343130724374e-05	79657
ENSG00000005187	ACSM3	-1.69324548732888	2.23882686326248e-12	6296
ENSG00000005189	REXO5	0.505326863473812	1.96714183326314e-07	81691
ENSG00000005194	CIAPIN1	0.368459907420327	8.37390429198701e-07	57019
ENSG00000005206	SPPL2B	0.390178631863335	0.000365162952256438	56928
ENSG00000005238	FAM214B	-0.056490816558973	0.534074829642309	80256
ENSG00000005243	COPZ2	-1.00098828090465	2.7692940410768e-08	51226
ENSG00000005249	PRKAR2B	-2.5064244641067	3.95968210060367e-28	5577
ENSG00000005302	MSL3	-0.000967284850050856	0.987840788858503	10943
ENSG00000005339	CREBBP	-0.0383292977741599	0.588817282862132	1387
ENSG00000005379	TSPOAP1	-0.254007907965685	0.156412325631876	9256
ENSG00000005381	MPO	-0.894810313491788	1.72257275097018e-05	4353
ENSG00000005421	PON1	0.817044934862364	0.00834450834494043	5444
ENSG00000005436	GCFC2	-0.351721386598599	2.8983778071935e-06	6936
ENSG00000005448	WDR54	0.942391115983574	2.72147152107671e-17	84058
ENSG00000005469	CROT	0.577694350174715	0.000549785141740719	54677
ENSG00000005471	ABCB4	0.181202935838022	0.284026389486069	5244
ENSG00000005483	KMT2E	-0.3921837777842	7.47093860528682e-07	55904
ENSG00000005486	RHBDD2	0.829013107498	6.89440490798295e-22	57414
ENSG00000005513	SOX8	-0.468416618556388	0.120057646030721	30812
ENSG00000005700	IBTK	0.0493118974627848	0.571121014782155	25998
ENSG00000005801	ZNF195	-0.0241661491998179	0.747709040146043	7748
ENSG00000005810	MYCBP2	-1.13388365989512	8.80936347609601e-19	23077
ENSG00000005812	FBXL3	-0.422930527642201	3.6121148989719e-08	26224
ENSG00000005844	ITGAL	0.933923048784596	2.16955284146365e-08	3683
ENSG00000005882	PDK2	-1.08451176821214	7.40130385996901e-13	5164
ENSG00000005884	ITGA3	-0.207257695794735	0.154231042184421	3675
ENSG00000005889	ZFX	-0.0805520985996211	0.383224907103851	7543
ENSG00000005893	LAMP2	0.192124396017586	0.0057533096164175	3920
ENSG00000005961	ITGA2B	-0.0885042753104304	0.633744192039889	3674
ENSG00000005981	ASB4	-1.09973776403519	1.99898289383577e-05	51666
ENSG00000006007	GDE1	0.416560665748773	4.5553019992258e-06	51573
ENSG00000006015	REX1BD	0.530958355796351	0.000230054570403502	55049
ENSG00000006016	CRLF1	0.14341930072253	0.548179258548375	9244
ENSG00000006025		0.0722940003529916	0.543534638233226	114881
ENSG00000006042	TMEM98	-0.281639415047115	0.0324908048636618	26022
ENSG00000006047	YBX2	0.287705037991308	0.14436323849622	51087
ENSG00000006059	KRT33A	1.27655638564761	0.00105962709930744	3883
ENSG00000006062	MAP3K14	-0.514823600733574	2.2045272087111e-05	9020
ENSG00000006071	ABCC8	1.05278083674128	0.0008567782733575	6833
ENSG00000006116	CACNG3	1.25352554263545	0.119341554521397	10368
ENSG00000006118	TMEM132A	2.03615444238412	7.19433876649409e-28	54972
ENSG00000006125	AP2B1	0.550961147916833	5.25999366139841e-08	163
ENSG00000006128	TAC1	-0.955130342985472	0.0035208860227188	6863
ENSG00000006194	ZNF263	0.425199380439018	1.27585154883814e-10	10127
ENSG00000006210	CX3CL1	-2.36309585709396	2.27071559599451e-29	6376
ENSG00000006282	SPATA20	0.533033798239351	2.27451482964674e-06	64847
ENSG00000006283	CACNA1G	-0.462061453910039	0.048284835762932	8913
ENSG00000006327	TNFRSF12A	1.03527986850613	1.21843317158814e-07	51330
ENSG00000006377	DLX6	0.428607456716766	0.224360456990557	1750
ENSG00000006432	MAP3K9	0.489655745838316	0.00453358046283315	4293
ENSG00000006451	RALA	0.212345783752418	0.000788074018689748	5898
ENSG00000006453	BAIAP2L1	0.983959306460971	5.40335495570181e-16	55971
ENSG00000006459	KDM7A	-0.164701197782642	0.202654971946619	80853
ENSG00000006468	ETV1	-0.671764966589234	1.06086125929266e-05	2115
ENSG00000006530	AGK	0.273929246247436	5.43962123937175e-06	55750
ENSG00000006534	ALDH3B1	0.381962725604914	0.00366408914963776	221
ENSG00000006555	TTC22	0.229570916833271	0.352036438607877	55001
ENSG00000006576	PHTF2	0.702604761176615	1.43544421765199e-18	57157
ENSG00000006606	CCL26	-0.192358217270868	0.409628083901077	10344
ENSG00000006607	FARP2	0.180468455407769	0.012974597109521	9855
ENSG00000006611	USH1C	-0.247643426543549	0.5168891162475	10083
ENSG00000006625	GGCT	1.21528015443724	2.37489157812753e-29	79017
ENSG00000006634	DBF4	1.19198710008362	1.44177419111736e-29	10926
ENSG00000006638	TBXA2R	0.263282303531203	0.0747107142960721	6915
ENSG00000006652	IFRD1	-0.496387341742281	7.42484167965087e-06	3475
ENSG00000006659	LGALS14	0.472186827137157	0.353581941431296	56891
ENSG00000006695	COX10	-0.202045127280745	0.0383544452144508	1352
ENSG00000006704	GTF2IRD1	1.03474334229407	6.68057403535494e-34	9569
ENSG00000006712	PAF1	0.322537260656541	9.26396046964792e-05	54623
ENSG00000006715	VPS41	0.0235150094412867	0.732778578580483	27072
ENSG00000006740	ARHGAP44	-0.278990252449166	0.0237435040602141	9912
ENSG00000006744	ELAC2	-0.0491185824512946	0.456838952426942	60528
ENSG00000006747	SCIN	0.97286867343981	0.000232384368881198	85477
ENSG00000006756	ARSD	0.364195897196494	0.00109497526295258	414
ENSG00000006757	PNPLA4	0.0358487859718215	0.7584109353807	8228
ENSG00000006788	MYH13	1.05598482816601	1.09663310273536e-07	8735
ENSG00000006831	ADIPOR2	0.216822081940652	0.191464525242768	79602
ENSG00000006837	CDKL3	0.258971072611448	0.0101626471547302	51265
ENSG00000007001	UPP2	-0.189312925317931	0.397932977085817	151531
ENSG00000007038	PRSS21	0.599550434347304	0.0977821838501125	10942
ENSG00000007047	MARK4	0.460564632110208	5.30041967911247e-08	57787
ENSG00000007062	PROM1	-0.107705910337324	0.770879735482455	8842
ENSG00000007080	CCDC124	0.564149729101163	9.4324076825871e-05	115098
ENSG00000007129	CEACAM21	0.189889463250852	0.265931234306717	90273
ENSG00000007168	PAFAH1B1	-0.372050601072451	2.04352380170447e-07	5048
ENSG00000007171	NOS2	-0.521136667930033	0.00153866446866019	4843
ENSG00000007174	DNAH9	-1.2530462505831	1.28560151996143e-06	1770
ENSG00000007202	KIAA0100	0.0892152417147336	0.356448199985962	9703
ENSG00000007216	SLC13A2	-2.69873998700626	1.13103828216715e-13	9058
ENSG00000007237	GAS7	-0.748904352398687	1.37115409382928e-06	8522
ENSG00000007255	TRAPPC6A	0.745704365881471	1.89952138299041e-10	79090
ENSG00000007264	MATK	0.33206784777927	0.200415860392479	4145
ENSG00000007306	CEACAM7	1.6213757290451	9.04144146370327e-06	1087
ENSG00000007312	CD79B	0.0457085210355956	0.837013558752245	974
ENSG00000007314	SCN4A	-3.57101956158652	5.16221974513965e-34	6329
ENSG00000007341	ST7L	0.0769370673821397	0.236449346135309	54879
ENSG00000007350	TKTL1	-1.57362744751739	1.01083061411704e-10	8277
ENSG00000007372	PAX6	-0.0782560178098704	0.586846745022444	5080
ENSG00000007376	RPUSD1	1.26123006835437	8.70953192959777e-33	113000
ENSG00000007384	RHBDF1	0.640662642625046	2.60003031318005e-12	64285
ENSG00000007392	LUC7L	0.361787349874971	0.000183642073074326	55692
ENSG00000007402	CACNA2D2	1.50962454909324	3.72584215871445e-11	9254
ENSG00000007516	BAIAP3	1.13957210653262	3.6319518493962e-07	8938
ENSG00000007520	TSR3	0.572432200572384	2.30940270389076e-07	115939
ENSG00000007541	PIGQ	1.20962699183143	4.3750370853555e-30	9091
ENSG00000007545	CRAMP1	0.272473106712256	0.00156860975753384	57585
ENSG00000007866	TEAD3	0.029606474991004	0.761749393795889	7005
ENSG00000007908	SELE	-1.83849201303433	8.07312923914993e-09	6401
ENSG00000007923	DNAJC11	0.0955350941191209	0.185713637340052	55735
ENSG00000007933	FMO3	-1.43013480843382	1.35653010683971e-13	2328
ENSG00000007944	MYLIP	-0.435877360811293	3.84974135074512e-05	29116
ENSG00000007952	NOX1	0.85954107626752	1.28403305620172e-12	27035
ENSG00000007968	E2F2	2.77785052550353	1.06712530158177e-39	1870
ENSG00000008018	PSMB1	0.176635341310192	0.0528944841519132	5689
ENSG00000008056	SYN1	2.88218708940454	3.48389551785323e-21	6853
ENSG00000008083	JARID2	0.537507851008449	4.26228413971281e-09	3720
ENSG00000008086	CDKL5	-0.135605679597776	0.252754456535201	6792
ENSG00000008118	CAMK1G	0.338717945670892	0.146693044491282	57172
ENSG00000008128	CDK11A	0.126134511132881	0.242868243826131	728642
ENSG00000008130	NADK	-0.122826118294454	0.132248117400017	65220
ENSG00000008196	TFAP2B	0.767766533901165	0.0467987730043902	7021
ENSG00000008197	TFAP2D	-0.0138959482037761	0.989177333478725	83741
ENSG00000008226	DLEC1	-0.910641987126026	1.96554950585331e-07	9940
ENSG00000008256	CYTH3	-0.585335850218398	2.59956189449772e-09	9265
ENSG00000008277	ADAM22	-0.716015173056812	1.56500431363287e-06	53616
ENSG00000008282	SYPL1	-0.0569932075717885	0.481893069806511	6856
ENSG00000008283	CYB561	1.30967357438321	1.13056076794629e-25	1534
ENSG00000008294	SPAG9	-0.435644950281523	1.16804643753973e-05	9043
ENSG00000008300	CELSR3	2.51049333018396	5.54979162293538e-32	1951
ENSG00000008311	AASS	-1.59783029580166	2.63654050228851e-25	10157
ENSG00000008323	PLEKHG6	-0.859058218235474	4.00554952847098e-05	55200
ENSG00000008324	SS18L2	0.424007417853214	9.8663894145679e-09	51188
ENSG00000008382	MPND	0.544874377584048	2.78159148994495e-08	84954
ENSG00000008394	MGST1	-1.22940326836152	5.73141724362749e-09	4257
ENSG00000008405	CRY1	0.102887575607939	0.225717702309704	1407
ENSG00000008438	PGLYRP1	-0.438310149922136	0.170294596083833	8993
ENSG00000008441	NFIX	-0.811827600371688	2.25722434426559e-07	4784
ENSG00000008513	ST3GAL1	0.530924431874241	0.000142078149350853	6482
ENSG00000008516	MMP25	1.56101770227614	5.78718795948326e-12	64386
ENSG00000008517	IL32	0.528669316872487	0.0169999284610738	9235
ENSG00000008710	PKD1	-0.562365491721527	5.06838890301345e-08	5310
ENSG00000008735	MAPK8IP2	2.81477788902995	1.68191142287557e-39	23542
ENSG00000008838	MED24	0.391802799598456	0.000336921212279511	9862
ENSG00000008853	RHOBTB2	-0.181803439987689	0.0606805153026984	23221
ENSG00000008869	HEATR5B	-0.0869172587236734	0.292077613685661	54497
ENSG00000008952	SEC62	-0.227256333314768	0.0100490989711757	7095
ENSG00000008988	RPS20	-0.25540615875415	0.0269460287014801	6224
ENSG00000009307	CSDE1	-0.66774413190698	4.59814202293954e-11	7812
ENSG00000009335	UBE3C	0.165122559349458	0.0444657722086378	9690
ENSG00000009413	REV3L	-0.972148308646399	2.68672337164817e-17	5980
ENSG00000009694	TENM1	-2.3306466385647	6.64854381361068e-26	10178
ENSG00000009709	PAX7	1.72894471342318	0.0107178826592997	5081
ENSG00000009724	MASP2	-1.20517035203912	4.61912428933208e-13	10747
ENSG00000009765	IYD	0.372016731370633	0.36030905586156	389434
ENSG00000009780	FAM76A	-0.533004773033936	6.47195565266945e-13	199870
ENSG00000009790	TRAF3IP3	0.839372191744193	2.56308140267879e-06	80342
ENSG00000009830	POMT2	0.144352396032089	0.0505734642670363	29954
ENSG00000009844	VTA1	0.20977035632597	0.00653542060031694	51534
ENSG00000009950	MLXIPL	-3.62150773287347	7.74359956708716e-41	51085
ENSG00000009954	BAZ1B	0.343669146621513	5.17167225730272e-07	9031
ENSG00000010017	RANBP9	0.356998977713447	1.62147497444742e-05	10048
ENSG00000010030	ETV7	1.85168734026456	5.97269311330895e-19	51513
ENSG00000010072	SPRTN	0.324574034045901	8.64806519263318e-06	83932
ENSG00000010165	EEF1AKNMT	0.514868586130454	1.51987687298248e-14	51603
ENSG00000010219	DYRK4	0.332233234156394	0.000553008633228655	8798
ENSG00000010244	ZNF207	0.25059316415805	8.34404413855382e-09	7756
ENSG00000010256	UQCRC1	0.287730052632578	9.38094827789138e-05	7384
ENSG00000010270	STARD3NL	0.111381458593855	0.0525470882769738	83930
ENSG00000010278	CD9	0.873157473796005	2.50706398157143e-17	928
ENSG00000010282	HHATL	-3.24231954169602	1.03860067273002e-20	57467
ENSG00000010292	NCAPD2	0.860239285938816	9.54449179906584e-13	9918
ENSG00000010295	IFFO1	-0.543700147691578	8.38261501725099e-05	25900
ENSG00000010310	GIPR	0.543053101599342	0.0113201417430884	2696
ENSG00000010318	PHF7	-0.453203141094726	4.54101351017398e-06	51533
ENSG00000010319	SEMA3G	-2.58270022695393	1.02296127067811e-30	56920
ENSG00000010322	NISCH	-0.496746169731041	3.34793181915178e-08	11188
ENSG00000010327	STAB1	-0.934424901827699	6.29976508288967e-08	23166
ENSG00000010361	FUZ	0.364272856694722	0.00335009384611074	80199
ENSG00000010379	SLC6A13	0.435873063561594	0.148766753576538	6540
ENSG00000010404	IDS	-0.0995162493660921	0.259499823779845	3423
ENSG00000010438	PRSS3	0.838529958216808	0.0203403374629234	5646
ENSG00000010539	ZNF200	0.4772848614783	1.5234950592348e-13	7752
ENSG00000010610	CD4	0.0988943295469438	0.526602287340864	920
ENSG00000010626	LRRC23	0.222953964981406	0.00759817102806295	10233
ENSG00000010671	BTK	0.345553657797654	0.0207418421419596	695
ENSG00000010704	HFE	-0.229673848725627	0.0147111833751003	3077
ENSG00000010803	SCMH1	-0.31565654898922	2.40803769351323e-06	22955
ENSG00000010810	FYN	-0.972570180161441	9.57141076501955e-12	2534
ENSG00000010818	HIVEP2	-0.679343078176429	8.61310073000623e-08	3097
ENSG00000010932	FMO1	-0.482538975028672	0.0115953978228013	2326
ENSG00000011007	ELOA	-0.132847027699125	0.0220916320678098	6924
ENSG00000011009	LYPLA2	0.860405417556784	5.53274279016955e-25	11313
ENSG00000011021	CLCN6	-0.953749115293304	2.71759666984017e-35	1185
ENSG00000011028		0.149629872904011	0.315391231368216	9902
ENSG00000011052	NME1-NME2	1.14428771177885	4.54467073749828e-11	654364
ENSG00000011083	SLC6A7	0.458489534209945	0.0758264133158257	6534
ENSG00000011105	TSPAN9	0.177619295286927	0.0312583340691948	10867
ENSG00000011114	BTBD7	-0.343625944032759	1.32942321557437e-05	55727
ENSG00000011132	APBA3	0.398745117257041	1.2342708863308e-05	9546
ENSG00000011143	MKS1	0.371014660420491	5.49686225691194e-06	54903
ENSG00000011198	ABHD5	-0.853537578971192	4.06395094942788e-12	51099
ENSG00000011201	ANOS1	0.0669607551172517	0.642994997441343	3730
ENSG00000011243	AKAP8L	0.436522103306588	3.76308555179426e-07	26993
ENSG00000011258	MBTD1	-0.195278860677592	0.026415120177144	54799
ENSG00000011260	UTP18	0.571903956669894	1.06177090133998e-12	51096
ENSG00000011275	RNF216	-0.0468812645295429	0.356161138284805	54476
ENSG00000011295	TTC19	0.00524890860210124	0.948682363295415	54902
ENSG00000011304	PTBP1	0.670547264496624	2.81609122493058e-33	5725
ENSG00000011332	DPF1	1.13132609122116	1.0600948688297e-09	8193
ENSG00000011347	SYT7	1.40160123624022	1.9455703810363e-11	9066
ENSG00000011376	LARS2	0.356913038201866	2.19563622149922e-06	23395
ENSG00000011405	PIK3C2A	-0.31838171680058	0.00107661258990488	5286
ENSG00000011422	PLAUR	1.66592548873021	3.04458562240831e-21	5329
ENSG00000011426	ANLN	3.5878154227897	1.37720881341055e-68	54443
ENSG00000011451	WIZ	0.445570108687194	1.73553470805637e-08	58525
ENSG00000011454	RABGAP1	-0.191445532605689	0.00352036507305779	2844
ENSG00000011454	RABGAP1	-0.191445532605689	0.00352036507305779	23637
ENSG00000011465	DCN	-1.60211491412564	1.32189805941789e-18	1634
ENSG00000011478	QPCTL	0.642767957022757	7.76792739783123e-13	54814
ENSG00000011485	PPP5C	0.463018743530375	4.8767203158742e-13	5536
ENSG00000011523	CEP68	-1.13971596916602	5.34648510973584e-55	23177
ENSG00000011566	MAP4K3	-0.0727499556780725	0.367697450052378	8491
ENSG00000011590	ZBTB32	1.16867849906162	4.30308473062497e-08	27033
ENSG00000011600	TYROBP	0.311407600004705	0.110396654054187	7305
ENSG00000011638	TMEM159	-0.373296557772667	0.000821028191843994	57146
ENSG00000011677	GABRA3	2.22126046747862	2.73688774097034e-05	2556
ENSG00000012048	BRCA1	0.902616979456866	3.50776118894179e-12	672
ENSG00000012061	ERCC1	0.186728255619797	0.00909260352162079	2067
ENSG00000012124	CD22	1.11425465367466	1.5146133831086e-06	933
ENSG00000012171	SEMA3B	0.661853917824121	0.00429699774800529	7869
ENSG00000012174	MBTPS2	0.211333128728668	0.0190645135465851	51360
ENSG00000012211	PRICKLE3	0.389436022607581	6.06497456975731e-07	4007
ENSG00000012223	LTF	-0.270312179736189	0.480869809607107	4057
ENSG00000012232	EXTL3	-0.24826853586618	0.00796241729075856	2137
ENSG00000012504	NR1H4	-0.769259439514859	0.228216615088724	9971
ENSG00000012660	ELOVL5	0.213295836032517	0.188783342989151	60481
ENSG00000012779	ALOX5	0.195461753455237	0.226628977417858	240
ENSG00000012817	KDM5D	1.55118983139225	0.0227065028687021	8284
ENSG00000012822	CALCOCO1	-1.00624696116015	9.01875627536952e-30	57658
ENSG00000012963	UBR7	0.430100764159515	2.38487660943505e-11	55148
ENSG00000012983	MAP4K5	-0.166756090297937	0.00837866369867114	11183
ENSG00000013016	EHD3	-0.391191390621516	0.00340243994941219	30845
ENSG00000013275	PSMC4	0.74934430732106	4.75155903561262e-24	5704
ENSG00000013288	MAN2B2	0.232693157672193	0.0113817168361374	23324
ENSG00000013293	SLC7A14	-2.50406171410227	3.39680214880326e-19	57709
ENSG00000013297	CLDN11	-2.08057627592337	5.12319983188989e-26	5010
ENSG00000013306	SLC25A39	0.988674671277369	3.56735172110554e-28	51629
ENSG00000013364	MVP	0.597943378927592	6.32336066011953e-07	9961
ENSG00000013374	NUB1	-0.0122109550681553	0.844122121508632	51667
ENSG00000013375	PGM3	0.303225668821516	0.0012068753898861	5238
ENSG00000013392	RWDD2A	0.0251994595599818	0.758164562184309	112611
ENSG00000013441	CLK1	-0.570958042233448	2.68916403835516e-08	1195
ENSG00000013503	POLR3B	0.0301036418322342	0.660589470751101	55703
ENSG00000013523	ANGEL1	-0.166441547751447	0.0197117646518023	23357
ENSG00000013561	RNF14	0.11731445909537	0.166980778093158	9604
ENSG00000013563	DNASE1L1	0.101638053755433	0.345105949132154	1774
ENSG00000013573	DDX11	0.826979756349695	2.61280445694936e-07	1663
ENSG00000013583	HEBP1	0.469729442944718	0.000688202656590046	50865
ENSG00000013588	GPRC5A	2.45723640818557	7.28995982891526e-35	9052
ENSG00000013619	MAMLD1	-0.699858959456777	1.42387435724527e-05	10046
ENSG00000013725	CD6	1.11399689023353	4.81655401066943e-08	923
ENSG00000013810	TACC3	2.17011302538676	4.75532234163097e-56	10460
ENSG00000014123	UFL1	0.0951794463075725	0.286354683110322	23376
ENSG00000014138	POLA2	0.828885261907114	1.87459247601411e-23	23649
ENSG00000014164	ZC3H3	0.84058554020408	1.02957657845276e-20	23144
ENSG00000014216	CAPN1	0.491385634861247	1.58441959371525e-11	823
ENSG00000014257	ACPP	0.725297309973536	0.000484495939636483	55
ENSG00000014641	MDH1	-0.811879170902035	7.92851270437408e-10	4190
ENSG00000014824	SLC30A9	0.286411673969424	4.52587917752845e-05	10463
ENSG00000014914	MTMR11	0.383500766653795	0.00332030831502651	10903
ENSG00000014919	COX15	-0.144067982614972	0.042994916685403	1355
ENSG00000015133	CCDC88C	0.931460185907852	4.41700410656398e-20	440193
ENSG00000015153	YAF2	0.0876992096755644	0.22966476975243	10138
ENSG00000015171	ZMYND11	-0.0864287682893972	0.20268108062312	10771
ENSG00000015285	WAS	0.504507433689137	0.00155856845096214	7454
ENSG00000015413	DPEP1	2.63179799191815	2.10826846001677e-27	1800
ENSG00000015475	BID	0.303672481418938	0.000590390931650985	637
ENSG00000015479	MATR3	0.0912092087704803	0.463710201955142	9782
ENSG00000015520	NPC1L1	0.424097745331082	0.116494648295489	29881
ENSG00000015532	XYLT2	0.457576201972462	5.03849870153696e-06	64132
ENSG00000015568	RGPD5	-0.0852641815414621	0.787507804473721	84220
ENSG00000015592	STMN4	-0.496125850718204	0.110529356977103	81551
ENSG00000015676	NUDCD3	0.017535510672946	0.760861109190153	23386
ENSG00000016082	ISL1	-0.888216685993078	0.0304900449314123	3670
ENSG00000016391	CHDH	-0.0761270256956815	0.698146415117456	55349
ENSG00000016402	IL20RA	-0.404062172450897	0.103021742015059	53832
ENSG00000016490	CLCA1	0.701643378340977	0.311040024733575	1179
ENSG00000016602	CLCA4	-3.19796924635704	1.26015065282678e-21	22802
ENSG00000016864	GLT8D1	0.226537837114002	4.645035849297e-05	55830
ENSG00000017260	ATP2C1	0.240293276399031	0.00125689694430707	27032
ENSG00000017427	IGF1	-2.19070828504934	9.32903831509639e-21	3479
ENSG00000017483	SLC38A5	1.7841336706451	5.74697479259674e-21	92745
ENSG00000017797	RALBP1	-0.0323295427655195	0.668425211050393	10928
ENSG00000018189	RUFY3	-0.111752790522859	0.148835622077625	22902
ENSG00000018236	CNTN1	-0.485787688967019	0.0275349067845471	1272
ENSG00000018280	SLC11A1	1.41282467468518	6.79798660779691e-10	6556
ENSG00000018408	WWTR1	-0.391626097639331	0.00118820289104599	25937
ENSG00000018510	AGPS	-0.139766748465342	0.244703253134936	8540
ENSG00000018610	CXorf56	-0.0182468215265726	0.737603560291485	63932
ENSG00000018625	ATP1A2	-3.75627150796142	2.68180913292313e-33	477
ENSG00000018699	TTC27	0.0122026654456862	0.853176212781338	55622
ENSG00000018869	ZNF582	-0.223204844957175	0.0289789126372331	147948
ENSG00000019102	VSIG2	-0.29584712744211	0.362726276953851	23584
